"ServerName","SCCM client status","MDOP MBAM status","Antivirus Status"
"QWLEU01","SUCCESSFULLY uninstalled  sccm client 
","SUCCESSFULLY uninstalled  MDOP MBAM 
 ","SUCCESSFULLY uninstalled Trend Micro OfficeScan Agent 
"
